1649	2318+1500	0	58	1	2471at4891|8080|+|837|4.311e-247|1|2318|3817|2318[2318]:3817[3817]:1500[1500]
1658	4693+2508	0	183	1	455at4891|8656|+|1214|0|1|4693|7200|4693[4693]:7200[7200]:2508[2508]
1672	11285-645	0	101	-1	29457at4891|9552|-|294|1.241e-83|1|10641|11285|11285[11285]:10641[10641]:645[645]
1811	7405-855	0	128	-1	22538at4891|8722|-|107|2.435e-27|1|6551|7405|7405[7405]:6551[6551]:855[855]
1824	18270+909	0	146	1	12422at4891|9554|+|111|1.522e-28|1|18270|19178|18270[18270]:19178[19178]:909[909]
1959	1221+1515	0	63	1	5557at4891|8468|+|214|1.501e-59|1|1221|2735|1221[1221]:2735[2735]:1515[1515]
1968	1266+819	0	118	1	22538at4891|9044|+|61|1.713e-13|1|1266|2084|1266[1266]:2084[2084]:819[819]
2113	2762+1602	0	94	1	5557at4891|8598|+|365|5.257e-105|1|2762|4363|2762[2762]:4363[4363]:1602[1602]
2130	8086-1281	0	78	-1	22538at4891|9686|-|493|1.545e-143|1|6806|8086|8086[8086]:6806[6806]:1281[1281]
2278	18003-804	0	68	-1	22538at4891|9432|-|98|1.247e-24|1|17200|18003|18003[18003]:17200[17200]:804[804]
2417	3653+1047	0	108	1	22538at4891|8602|+|61|1.713e-13|1|3653|4699|3653[3653]:4699[4699]:1047[1047]
2723	5827+993	0	118	1	22538at4891|8734|+|168|1.056e-45|1|5827|6819|5827[5827]:6819[6819]:993[993]
2725	9175-2676	0	95	-1	722at4891|8862|-|1114|0|1|6500|9175|9175[9175]:6500[6500]:2676[2676]
2726	5339-879	0	196	-1	12422at4891|8926|-|80|3.268e-19|1|4461|5339|5339[5339]:4461[4461]:879[879]
2869	1+351	0	260	1	28379at4891|8352|+|228|9.159e-64|1|1|351|1[1]:351[351]:351[351]
3160	1408-855	0	68	-1	22538at4891|7524|-|103|3.896e-26|1|554|1408|1408[1408]:554[554]:855[855]
3169	845-810	0	315	-1	8344at4891|8100|-|472|3.24e-137|1|36|845|845[845]:36[36]:810[810]
3181	8209-1398	0	144	-1	5557at4891|8868|-|216|3.751e-60|1|6812|8209|8209[8209]:6812[6812]:1398[1398]
3318	2196+777	0	68	1	22538at4891|7910|+|44|2.246e-08|1|2196|2972|2196[2196]:2972[2972]:777[777]
3335	9963-1845	0	94	-1	5557at4891|8998|-|198|9.834e-55|1|8119|9963|9963[9963]:8119[8119]:1845[1845]
3337	8257-1554	0	45	-1	14235at4891|9126|-|378|6.417e-109|1|6704|8257|8257[8257]:6704[6704]:1554[1554]
3338	1841+948	0	157	1	14309at4891|9190|+|94|1.995e-23|1|1841|2788|1841[1841]:2788[2788]:948[948]
3463	261+1320	0	294	1	7092at4891|7464|+|494|7.724e-144|2|261|1580|261[261]:713[713]:453[453]|1119[1122]:1580[1580]:462[459]
3469	296+903	0	88	1	22538at4891|7848|+|66|5.354e-15|1|296|1198|296[296]:1198[1198]:903[903]
3496	17954+369	0	258	1	23973at4891|9576|+|29|0.0007359|1|17954|18322|17954[17954]:18322[18322]:369[369]
3599	0+321	0	251	1	32546at4891|6442|+|212|6.002e-59|1|0|320|0[0]:320[320]:321[321]
3633	201+834	0	57	1	22538at4891|8618|+|73|4.183e-17|1|201|1034|201[201]:1034[1034]:834[834]
3650	35852+447	0	182	1	35459at4891|9706|+|226|3.664e-63|1|35852|36298|35852[35852]:36298[36298]:447[447]
3791	7940+357	0	322	1	35787at4891|9004|+|29|0.0007359|1|7940|8296|7940[7940]:8296[8296]:357[357]
3795	14020-864	0	98	-1	22538at4891|9260|-|84|2.042e-20|1|13157|14020|14020[14020]:13157[13157]:864[864]
3797	10197-1698	0	144	-1	5557at4891|9388|-|290|1.986e-82|1|8500|10197|10197[10197]:8500[8500]:1698[1698]
3801	5109+819	0	88	1	22538at4891|9644|+|68|1.339e-15|1|5109|5927|5109[5109]:5927[5927]:819[819]
3946	5+429	0	7	1	35787at4891|9198|+|106|4.87e-27|1|5|433|5[5]:433[433]:429[429]
3949	15488+861	0	78	1	22538at4891|9390|+|77|2.614e-18|1|15488|16348|15488[15488]:16348[16348]:861[861]
3953	21693+846	0	108	1	22538at4891|9646|+|74|2.091e-17|1|21693|22538|21693[21693]:22538[22538]:846[846]
4067	1003-924	0	256	-1	13293at4891|7216|-|447|1.087e-129|1|80|1003|1003[1003]:80[80]:924[924]
4089	1206-843	0	68	-1	22538at4891|8624|-|90|3.191e-22|1|364|1206|1206[1206]:364[364]:843[843]
4105	15918-687	0	161	-1	30604at4891|9648|-|280|2.034e-79|1|15232|15918|15918[15918]:15232[15232]:687[687]
4106	15939+1107	0	117	1	14235at4891|9712|+|33|4.599e-05|1|15939|17045|15939[15939]:17045[17045]:1107[1107]
4239	3440+849	0	78	1	22538at4891|8498|+|66|5.354e-15|1|3440|4288|3440[3440]:4288[4288]:849[849]
4249	1419-1182	0	176	-1	12422at4891|9138|-|129|5.805e-34|1|238|1419|1419[1419]:238[238]:1182[1182]
4253	14204+2007	0	94	1	5557at4891|9394|+|136|4.535e-36|1|14204|16210|14204[14204]:16210[16210]:2007[2007]
4406	9420+1434	0	237	1	1653at4891|9460|+|55|1.097e-11|1|9420|10853|9420[9420]:10853[10853]:1434[1434]
4407	3488-1458	0	144	-1	5557at4891|9524|-|389|3.133e-112|1|2031|3488|3488[3488]:2031[2031]:1458[1458]
4410	3181+870	0	96	1	11155at4891|9716|+|71|1.673e-16|1|3181|4050|3181[3181]:4050[4050]:870[870]
4705	3142-2631	0	73	-1	364at4891|9144|-|1488|0|1|512|3142|3142[3142]:512[512]:2631[2631]
4713	4352-1008	0	325	-1	8344at4891|9656|-|123|3.715e-32|1|3345|4352|4352[4352]:3345[3345]:1008[1008]
4846	5739-351	0	260	-1	28379at4891|8442|-|227|1.832e-63|1|5389|5739|5739[5739]:5389[5389]:351[351]
4853	5772+864	0	78	1	22538at4891|8890|+|76|5.229e-18|1|5772|6635|5772[5772]:6635[6635]:864[864]
4857	12537-888	0	54	-1	8344at4891|9146|-|143|3.543e-38|1|11650|12537|12537[12537]:11650[11650]:888[888]
4864	16353-786	0	46	-1	22538at4891|9594|-|55|1.097e-11|1|15568|16353|16353[16353]:15568[15568]:786[786]
