#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
8998:8116-10485      -            790 515at4891            -            927   9.6e-49  163.5   0.7   1   2     5e-25     7e-23   77.9   0.1   145   340   168   373    52   395 0.70 -
8998:8116-10485      -            790 515at4891            -            927   9.6e-49  163.5   0.7   2   2   8.4e-27   1.2e-24   83.7   0.0   458   613   613   769   593   779 0.87 -
9020:946-4440        -           1165 515at4891            -            927   2.5e-37  125.7   6.6   1   3    0.0013      0.18    7.0   0.0   181   200   522   541   515   545 0.84 -
9020:946-4440        -           1165 515at4891            -            927   2.5e-37  125.7   6.6   2   3   9.7e-14   1.4e-11   40.5   0.5   214   445   584   850   577   889 0.71 -
9020:946-4440        -           1165 515at4891            -            927   2.5e-37  125.7   6.6   3   3   1.3e-25   1.9e-23   79.8   0.3   469   607   996  1140   986  1152 0.83 -
9394:14111-16210     -            700 515at4891            -            927   3.6e-37  125.1   3.3   1   3     1e-09   1.5e-07   27.2   0.0   162   234    29   102    22   147 0.72 -
9394:14111-16210     -            700 515at4891            -            927   3.6e-37  125.1   3.3   2   3   9.7e-10   1.4e-07   27.3   0.5   287   445   192   373   184   383 0.74 -
9394:14111-16210     -            700 515at4891            -            927   3.6e-37  125.1   3.3   3   3   1.4e-22     2e-20   69.8   0.0   480   608   547   676   507   696 0.88 -
9556:3333-7874       -           1514 515at4891            -            927   1.8e-13   46.7  13.1   1   5   7.8e-05     0.011   11.0   0.1   182   273   348   458   344   472 0.69 -
9556:3333-7874       -           1514 515at4891            -            927   1.8e-13   46.7  13.1   2   5       1.5   2.2e+02   -3.2   0.0   830   864   742   776   740   797 0.81 -
9556:3333-7874       -           1514 515at4891            -            927   1.8e-13   46.7  13.1   3   5         3   4.2e+02   -4.1   0.3   692   722   862   891   858   907 0.71 -
9556:3333-7874       -           1514 515at4891            -            927   1.8e-13   46.7  13.1   4   5       1.8   2.5e+02   -3.4   0.3    31    89  1084  1142  1079  1145 0.88 -
9556:3333-7874       -           1514 515at4891            -            927   1.8e-13   46.7  13.1   5   5   7.6e-15   1.1e-12   44.2   0.0   478   608  1339  1463  1274  1469 0.84 -
9684:21606-22841     -            412 515at4891            -            927    0.0069   11.7   0.2   1   1   7.4e-05      0.01   11.1   0.2   474   559   259   342   234   379 0.76 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/515at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/515at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/515at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:39:02 2024
# [ok]
