#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9608:672-6272        -           1867 1625at4891           -            746  1.8e-103  344.5  14.4   2   3   3.7e-67   5.4e-65  217.2   0.2   149   447  1263  1580  1244  1602 0.85 -
9608:672-6272        -           1867 1625at4891           -            746  1.8e-103  344.5  14.4   3   3   6.7e-43   9.9e-41  137.0   1.3   555   733  1646  1827  1634  1832 0.91 -
9668:13505-16684     -           1060 1625at4891           -            746   4.8e-98  326.5  17.0   1   4       2.7   3.9e+02   -3.8   2.9    69   109    33    75     5   109 0.43 -
9668:13505-16684     -           1060 1625at4891           -            746   4.8e-98  326.5  17.0   2   4   3.8e-22   5.7e-20   68.4   0.1   149   249   268   370   260   409 0.88 -
9668:13505-16684     -           1060 1625at4891           -            746   4.8e-98  326.5  17.0   3   4   2.6e-40   3.9e-38  128.5   0.3   259   448   422   614   416   618 0.86 -
9668:13505-16684     -           1060 1625at4891           -            746   4.8e-98  326.5  17.0   4   4   6.6e-44   9.8e-42  140.3   0.2   542   689   631   785   628   832 0.90 -
7940:2-1333          -            444 1625at4891           -            746   4.1e-75  250.7   4.0   1   1   4.2e-77   6.2e-75  250.1   4.0    65   385   110   442    52   443 0.71 -
8468:228-2921        -            898 1625at4891           -            746     6e-70  233.6   1.1   1   2   6.6e-35   9.9e-33  110.6   0.0   179   448   331   622   184   625 0.84 -
8468:228-2921        -            898 1625at4891           -            746     6e-70  233.6   1.1   2   2   3.6e-38   5.3e-36  121.4   0.5   553   705   670   823   655   839 0.90 -
8868:6377-9133       -            919 1625at4891           -            746   8.1e-65  216.7   1.3   1   2   3.3e-29   4.9e-27   91.7   0.1   179   459   308   616   296   628 0.73 -
8868:6377-9133       -            919 1625at4891           -            746   8.1e-65  216.7   1.3   2   2   9.3e-39   1.4e-36  123.3   0.1   540   719   628   811   617   817 0.92 -
8998:8116-10485      -            790 1625at4891           -            746   2.5e-57  191.9   8.7   1   2   3.9e-34   5.8e-32  108.0   1.9    98   339   122   377    77   420 0.73 -
8998:8116-10485      -            790 1625at4891           -            746   2.5e-57  191.9   8.7   2   2   1.4e-27     2e-25   86.4   1.3   365   691   430   773   400   784 0.67 -
9394:14111-16210     -            700 1625at4891           -            746   4.9e-57  190.9   7.0   1   3   2.3e-19   3.5e-17   59.2   0.1   134   272     5   144     1   153 0.81 -
9394:14111-16210     -            700 1625at4891           -            746   4.9e-57  190.9   7.0   2   3   2.1e-18   3.2e-16   56.0   0.4   283   447   191   367   182   384 0.85 -
9394:14111-16210     -            700 1625at4891           -            746   4.9e-57  190.9   7.0   3   3   3.7e-25   5.4e-23   78.4   0.2   555   684   547   677   527   688 0.90 -
9290:14028-15248     -            407 1625at4891           -            746   7.3e-54  180.4   3.3   1   2   9.4e-07   0.00014   17.5   0.1   372   411     2    42     1    61 0.85 -
9290:14028-15248     -            407 1625at4891           -            746   7.3e-54  180.4   3.3   2   2     7e-51     1e-48  163.4   0.4   540   694   155   313   145   343 0.90 -
9020:946-4440        -           1165 1625at4891           -            746   1.4e-45  153.0   9.7   1   4    0.0026      0.38    6.1   0.1   129   170   402   445   352   453 0.66 -
9020:946-4440        -           1165 1625at4891           -            746   1.4e-45  153.0   9.7   2   4   0.00023     0.034    9.6   0.0   178   197   523   542   515   556 0.87 -
9020:946-4440        -           1165 1625at4891           -            746   1.4e-45  153.0   9.7   3   4     1e-19   1.5e-17   60.4   0.4   210   448   584   845   575   878 0.77 -
9020:946-4440        -           1165 1625at4891           -            746   1.4e-45  153.0   9.7   4   4     2e-25   2.9e-23   79.3   0.2   548   685   999  1144   988  1152 0.85 -
9556:3333-7874       -           1514 1625at4891           -            746   1.2e-16   57.4   3.4   1   3   7.5e-09   1.1e-06   24.4   0.0   167   273   337   461   324   472 0.72 -
9556:3333-7874       -           1514 1625at4891           -            746   1.2e-16   57.4   3.4   2   3       3.4     5e+02   -4.2   0.0   454   497   915   958   910   966 0.82 -
9556:3333-7874       -           1514 1625at4891           -            746   1.2e-16   57.4   3.4   3   3   2.5e-11   3.8e-09   32.6   0.3   557   696  1343  1477  1211  1509 0.80 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/1625at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/1625at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/1625at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:37:36 2024
# [ok]
