#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
8980:2915-3556       -            214 960at4891            -            889   2.4e-09   32.8   0.0   2   2   2.7e-05    0.0029   12.7   0.0   399   469   125   199   111   213 0.81 -
9716:22411-23625     -            405 960at4891            -            889   2.4e-09   32.8   0.3   1   2   0.00025     0.027    9.5   0.1   525   571   159   206   154   229 0.87 -
9716:22411-23625     -            405 960at4891            -            889   2.4e-09   32.8   0.3   2   2   5.5e-08   5.9e-06   21.6   0.0   392   458   298   366   247   380 0.83 -
9092:2820-3413       -            198 960at4891            -            889   5.4e-09   31.6   0.0   1   2   4.7e-06   0.00051   15.2   0.0   541   584     3    46     1    59 0.92 -
9092:2820-3413       -            198 960at4891            -            889   5.4e-09   31.6   0.0   2   2   6.7e-06   0.00072   14.7   0.0   398   465   106   176    87   182 0.75 -
9092:4470-5399       -            310 960at4891            -            889   5.6e-09   31.6   0.1   1   2   3.4e-07   3.7e-05   19.0   0.0   301   344    65   108    57   115 0.91 -
9092:4470-5399       -            310 960at4891            -            889   5.6e-09   31.6   0.1   2   2   0.00012     0.013   10.6   0.0   390   432   205   247   195   282 0.80 -
9014:6925-8652       -            576 960at4891            -            889   3.2e-08   29.1   0.2   1   2    0.0011      0.12    7.4   0.1   544   574    11    41     2    58 0.78 -
9014:6925-8652       -            576 960at4891            -            889   3.2e-08   29.1   0.2   2   2   2.1e-07   2.3e-05   19.7   0.0   725   792   123   193    86   213 0.84 -
8900:2710-4323       -            538 960at4891            -            889   5.7e-08   28.3   0.0   1   2   9.3e-08     1e-05   20.8   0.0   391   573   152   354   118   366 0.70 -
8900:2710-4323       -            538 960at4891            -            889   5.7e-08   28.3   0.0   2   2     0.036       3.9    2.4   0.0   753   807   462   517   430   530 0.75 -
8608:321-2387        -            689 960at4891            -            889   9.5e-08   27.5   0.0   1   2    0.0066      0.71    4.8   0.0   526   579   438   490   434   499 0.81 -
8608:321-2387        -            689 960at4891            -            889   9.5e-08   27.5   0.0   2   2   1.3e-07   1.4e-05   20.3   0.0   396   454   568   630   532   650 0.73 -
9014:8884-9615       -            244 960at4891            -            889     2e-07   26.4   0.0   1   2   0.00098       0.1    7.5   0.0   553   575    32    54    10    66 0.83 -
9014:8884-9615       -            244 960at4891            -            889     2e-07   26.4   0.0   2   2   1.1e-06   0.00012   17.3   0.0   394   444   142   192    86   229 0.63 -
9448:14761-16359     -            533 960at4891            -            889   3.4e-05   19.1   0.2   1   2    0.0012      0.12    7.3   0.0   527   577     6    58     2    70 0.76 -
9448:14761-16359     -            533 960at4891            -            889   3.4e-05   19.1   0.2   2   2   0.00015     0.016   10.2   0.0   683   793    68   189    54   207 0.66 -
9434:3226-4854       -            543 960at4891            -            889   4.4e-05   18.7   0.0   1   2   0.00076     0.082    7.9   0.0   528   573    25    70     8    85 0.84 -
9434:3226-4854       -            543 960at4891            -            889   4.4e-05   18.7   0.0   2   2   0.00041     0.044    8.8   0.0   725   793   135   206    95   243 0.77 -
9402:812-1753        -            314 960at4891            -            889   9.1e-05   17.7   0.1   1   2    0.0021      0.23    6.4   0.0   312   571    86   119    64   155 0.62 -
9402:812-1753        -            314 960at4891            -            889   9.1e-05   17.7   0.1   2   2   0.00024     0.025    9.6   0.0   398   439   207   248   162   283 0.76 -
9114:3218-6328       -           1037 960at4891            -            889   0.00057   15.0   0.0   1   2     0.044       4.7    2.1   0.0   538   571   392   425   342   459 0.73 -
9114:3218-6328       -           1037 960at4891            -            889   0.00057   15.0   0.0   2   2   0.00011     0.011   10.7   0.0   376   441   493   559   482   602 0.73 -
9444:15634-17205     -            524 960at4891            -            889   0.00085   14.5   0.1   1   2    0.0045      0.48    5.3   0.0   532   573     3    44     1    79 0.77 -
9444:15634-17205     -            524 960at4891            -            889   0.00085   14.5   0.1   2   2   0.00075      0.08    7.9   0.0   680   792    55   178    43   200 0.69 -
9680:26462-29044     -            861 960at4891            -            889    0.0021   13.2   0.0   1   2     0.049       5.3    1.9   0.0   552   570   631   649   588   675 0.75 -
9680:26462-29044     -            861 960at4891            -            889    0.0021   13.2   0.0   2   2   0.00039     0.042    8.9   0.0   747   800   740   793   733   816 0.86 -
8896:4916-7267       -            784 960at4891            -            889    0.0039   12.3   0.0   1   2   0.00044     0.047    8.7   0.0   538   572   486   520   465   534 0.76 -
8896:4916-7267       -            784 960at4891            -            889    0.0039   12.3   0.0   2   2     0.086       9.2    1.1   0.0   399   467   651   718   623   724 0.67 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/960at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/960at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/960at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:39:33 2024
# [ok]
